V1,V2,V3,V4,V5,Class
-0.561,-0.093,0.92,0.43,-0.825,1
0.187,-2.287,-1.262,-2.133,-1.588,1
-0.598,-0.397,0.44,2.409,-1.551,2
-0.629,-0.431,1.847,-1.167,-0.67,1
-0.558,-0.147,1.48,-1.246,-0.606,1
-0.636,-0.86,0.061,0.987,1.761,2
1.582,0.137,-1.051,-0.604,0.014,1
-0.508,0.725,-0.084,-0.116,-0.137,1
-0.684,-0.01,1.266,-1.165,-1.0,1
-1.057,0.088,-1.139,0.436,-0.599,1
-0.449,1.905,0.194,0.316,-0.537,2
-0.355,1.196,-1.42,-0.738,0.093,1
-0.37,0.794,-1.248,-0.765,-0.31,1
2.654,-1.059,0.642,-0.907,-0.355,1
-0.839,-0.553,-1.726,1.736,-1.183,2
3.082,-0.914,-0.971,-0.363,-0.003,1
-0.702,-1.05,-0.426,0.732,2.407,1
-0.743,-0.915,-1.747,1.138,-1.08,1
-0.815,-0.534,-0.424,1.104,-0.137,2
-0.813,-0.69,0.202,2.247,-0.137,1
-0.858,-1.076,-0.362,-1.534,3.534,2
-0.143,-0.553,1.013,2.218,-0.137,2
1.858,-0.033,-1.13,-0.336,0.346,1
0.987,-0.572,-0.653,-0.346,0.018,1
1.528,-0.859,-0.685,-0.41,-0.032,1
-0.245,1.845,-1.298,-0.191,-0.507,1
-0.402,-0.256,1.082,1.228,-0.952,1
0.48,0.636,0.121,1.449,-0.786,2
0.14,0.241,0.616,0.184,2.195,2
-0.828,-0.9,-0.261,1.866,2.83,1
-0.422,-0.264,0.326,0.554,-0.137,2
-0.132,-0.496,0.71,0.649,2.901,2
-0.024,2.206,-1.478,0.184,0.297,1
0.166,0.493,0.78,0.669,1.124,2
-0.132,1.864,0.015,-0.754,-0.329,1
-0.704,0.966,-1.289,-0.141,-0.451,1
0.657,0.075,-0.45,-0.638,0.107,1
-0.377,1.598,-0.08,-0.047,-0.405,1
-0.774,-1.081,-0.336,-1.286,3.06,1
-0.637,-0.658,-0.373,0.899,-1.055,2
-0.82,-0.859,0.389,2.382,-0.137,1
2.699,-1.791,-0.71,-0.386,-0.28,1
-0.414,2.002,-1.507,-0.093,1.585,1
-0.003,-0.194,-1.073,-0.321,-0.307,1
-0.483,-0.078,1.17,0.761,-0.137,1
-0.608,-0.838,-0.449,1.114,1.339,2
0.453,0.504,-1.385,-0.821,-0.446,2
-0.399,1.163,0.718,0.367,-0.513,1
-0.763,-0.65,0.386,1.931,-1.203,1
-0.718,-0.618,0.136,-0.932,2.063,2
1.768,-0.668,-0.503,-0.221,-0.819,1
2.025,-0.821,-0.208,0.097,0.456,1
-0.655,1.001,0.441,-1.168,-0.56,1
-0.707,-0.249,1.296,-1.18,-0.137,1
-0.556,-0.548,1.829,-1.737,-0.934,1
-0.711,-0.511,0.528,1.749,-1.418,2
-0.602,2.435,-1.544,-0.098,-0.436,1
1.996,-1.165,-0.682,-0.3,-0.248,1
-0.614,-1.107,-0.06,1.054,1.45,2
1.138,-0.774,-0.681,-0.236,-0.387,1
-0.358,-0.907,1.153,0.873,-0.826,2
-0.075,-0.084,0.069,0.908,0.914,2
-0.553,0.287,0.198,-0.901,0.66,1
-0.675,-0.864,-0.209,-1.012,-1.954,1
0.209,1.276,-1.335,1.26,-0.816,1
-0.682,0.337,0.685,0.398,-0.87,1
0.81,1.545,-1.341,-0.003,0.514,1
-0.616,-0.502,1.043,0.592,-0.137,1
-0.6,0.73,-1.307,-0.096,-0.341,1
-0.367,1.163,0.416,0.017,-0.465,1
-0.842,-1.084,-0.272,1.363,-0.137,1
0.606,0.594,1.079,-0.947,-0.387,2
-1.18,-2.53,1.22,-1.74,-0.137,1
-0.685,-0.319,-0.245,0.048,-0.137,1
0.12,1.015,-1.249,-0.09,0.187,1
-0.495,1.257,0.224,0.379,1.383,2
-0.511,1.961,-1.369,-0.04,0.895,1
-0.683,-0.468,1.864,-1.392,0.813,1
-0.039,1.838,0.508,0.378,0.501,2
-0.368,-0.524,1.166,0.468,2.638,2
-0.456,-0.816,1.035,0.942,2.926,2
-0.325,2.216,-1.545,-0.829,-0.137,1
0.411,0.82,-1.172,-0.683,0.086,1
-0.706,-0.349,1.818,-1.479,2.271,2
-0.812,-0.805,0.679,2.25,-0.137,1
0.331,-0.736,2.241,-1.287,-0.568,2
-0.566,0.761,0.467,0.395,2.257,2
0.738,1.047,-1.438,-0.73,-0.323,1
-0.508,-0.299,1.592,0.725,0.809,1
1.51,-0.984,-0.66,-0.348,-0.396,1
0.773,0.633,-0.107,0.655,1.091,1
-0.32,1.451,0.414,0.967,-0.752,2
-0.112,1.358,0.807,-0.959,-0.432,1
-0.259,1.535,-1.373,-0.828,-0.419,1
-0.401,-0.62,0.208,1.763,-1.237,2
-0.815,-0.912,-0.146,2.176,-1.282,1
-0.82,-0.781,0.465,0.682,-0.965,2
-0.694,-0.204,2.046,-1.686,-0.137,1
2.502,-0.4,0.038,-0.166,-0.337,1
-0.617,0.208,1.996,-1.328,-0.684,1
0.083,2.154,-1.408,0.023,0.45,1
1.048,-0.774,-0.938,-0.39,-0.018,1
0.432,0.456,-1.122,-0.653,-0.241,1
-0.567,-0.14,0.537,0.535,-0.137,1
0.455,1.299,-1.179,-0.695,0.271,1
-0.876,-1.143,-0.363,-1.07,-0.137,1
-0.565,-0.798,0.23,2.132,2.117,2
-0.598,0.804,1.072,0.404,-0.745,1
-0.404,2.509,-1.386,0.284,-0.483,1
-0.862,-1.063,-0.14,0.151,-0.814,1
-0.602,-0.797,1.369,0.908,2.31,2
-0.556,-0.042,0.939,1.113,-0.137,2
2.931,-1.755,-0.675,-0.592,0.005,1
-1.091,-0.751,0.753,0.69,-0.137,2
3.284,-0.765,-0.975,-0.62,-0.234,1
-0.638,-0.84,-0.352,1.3,1.342,2
0.804,-0.171,-1.005,-0.596,-0.017,1
0.075,-0.842,0.552,2.273,1.064,1
-0.453,1.561,0.644,-0.968,-0.475,1
2.815,-0.785,-0.986,-0.588,-0.236,1
-0.595,0.666,-1.321,-0.062,-0.349,1
-1.121,0.039,1.988,-1.538,-0.961,1
-0.573,0.593,-0.205,-0.153,-0.303,1
0.329,-0.637,-0.936,-0.416,-0.254,1
-0.593,-2.434,0.608,-1.084,0.754,2
-0.752,-1.053,-0.077,1.24,-1.533,2
0.373,-0.701,2.167,-1.262,-0.557,2
-0.785,-0.64,1.101,0.494,-0.137,1
-0.598,-0.069,0.988,1.239,-0.137,2
-0.426,0.213,1.404,-1.101,0.515,1
-0.751,-0.646,1.748,-1.601,2.857,2
-0.659,-1.136,-0.185,1.098,1.589,2
1.04,1.458,-1.308,-0.704,-0.31,1
-0.72,0.129,0.672,0.136,-0.444,1
-0.736,-0.605,0.111,1.081,-1.141,1
-0.497,0.132,1.931,-1.254,0.835,1
-0.136,2.047,-1.394,-0.794,-0.36,1
-0.2,0.263,0.652,0.287,1.629,1
-0.383,-0.631,-2.0,-1.755,-1.5,2
0.037,0.899,0.15,0.157,0.964,2
-0.371,1.161,-1.332,-0.722,-0.308,1
-0.844,-1.019,-0.311,1.712,-0.137,2
-0.834,-0.969,-0.155,1.814,-1.521,2
0.803,0.407,-0.117,0.505,1.499,1
0.91,-0.798,-0.925,-0.397,-0.009,1
-0.035,0.183,0.363,1.831,-1.166,2
-0.561,0.776,-0.201,-0.157,0.06,1
0.831,0.179,-0.333,-0.149,-0.406,1
-0.534,-0.788,0.021,1.384,1.8,2
-0.842,-0.894,0.082,0.566,-0.137,2
-0.096,1.45,-1.219,-0.235,0.116,1
-0.724,0.115,0.732,-1.117,-0.451,1
-0.674,-0.292,-0.399,0.063,0.838,1
-0.668,-0.084,1.896,-1.344,2.057,1
-0.805,-1.022,-0.269,0.816,-0.137,1
0.497,1.344,-1.376,-0.726,-0.137,1
-0.741,-0.522,1.191,0.843,-0.137,1
-0.587,0.972,-1.372,-0.07,-0.373,1
2.496,-1.1,-0.604,-0.391,0.054,1
-0.669,-0.81,-0.334,0.719,1.701,1
-0.361,0.759,0.436,-0.889,-0.61,2
-0.432,-0.686,0.564,0.797,3.456,2
-0.692,-0.753,0.788,0.294,2.384,2
2.302,-0.831,-0.202,0.361,0.559,1
0.467,1.485,0.008,0.583,-0.553,2
-0.108,-0.277,-0.444,-0.626,-0.016,1
-0.839,-0.95,0.003,2.656,-0.137,2
0.357,-0.784,-0.473,-0.204,-0.442,1
-0.813,-0.84,-0.293,0.088,2.507,2
-0.736,-0.983,-0.401,1.257,-1.436,2
-0.666,-0.818,0.004,1.469,-1.807,2
0.234,-0.768,1.193,1.268,1.176,2
1.571,-1.007,-0.958,-0.605,-0.225,1
-0.331,1.067,-0.068,0.019,-0.77,1
-0.662,-0.59,0.389,0.781,-1.143,2
2.349,-0.795,-0.969,-0.277,0.048,1
-0.772,0.089,0.425,0.197,-0.509,1
2.523,-0.518,-0.965,-0.382,-0.024,1
0.909,-0.864,-0.68,-0.338,-0.485,1
-0.353,0.815,0.474,-0.934,-0.442,1
1.313,-0.081,-0.54,-0.361,-0.25,1
-0.712,-0.457,-0.109,2.165,-1.503,2
-0.658,2.237,-1.367,1.067,-0.79,1
1.949,-0.763,-0.622,-0.296,0.041,1
-0.67,-0.287,1.738,0.804,-0.137,1
0.57,-0.138,0.928,-1.138,-0.503,1
-0.61,0.907,0.748,0.425,-0.687,1
0.211,0.63,-0.448,-0.196,-0.422,1
-2.811,-0.682,-1.03,-0.66,-0.296,1
2.263,-0.258,-0.309,0.352,-0.42,1
-0.631,-0.534,0.579,0.303,-0.137,2
0.045,1.735,-1.313,-0.735,-0.482,1
-0.429,1.007,-1.324,-0.01,0.671,2
-0.761,-0.002,1.631,-1.53,-0.745,1
-0.64,0.067,1.201,-1.409,-0.804,1
-0.722,-0.732,-0.012,1.079,-0.137,2
-0.495,-0.341,1.671,0.903,0.872,1
-0.661,0.181,1.361,-1.179,-1.014,1
-0.756,-0.32,1.863,-1.295,-0.137,1
1.903,-0.436,-0.411,-0.03,0.609,1
0.099,-0.145,0.898,-1.135,1.356,2
2.518,-1.088,-0.655,-0.592,-0.04,1
-0.709,-0.513,1.789,1.078,2.082,2
-0.603,0.523,0.51,1.865,-1.246,1
0.742,1.758,-1.276,-0.113,0.555,1
-0.654,-0.809,1.293,1.457,0.814,1
-0.342,0.334,1.151,1.664,-0.968,2
2.117,-0.913,-0.633,-0.334,-0.223,1
3.414,-1.78,-0.567,-0.256,-0.26,1
-0.766,-0.836,0.217,1.601,-1.041,1
-0.3,2.093,-1.519,-0.833,-0.463,1
-0.282,0.764,-1.228,-0.738,-0.393,1
0.987,0.72,-1.147,-0.295,0.064,1
0.016,1.763,-1.315,-0.731,-0.363,1
-0.604,0.161,0.968,-1.076,-0.509,1
-0.11,2.526,-1.311,-0.771,0.157,1
-0.664,0.066,0.444,0.218,-0.137,1
-0.72,-0.617,0.133,-0.074,2.018,2
-0.565,-0.96,0.209,2.23,-1.664,1
-0.803,-0.747,0.247,2.174,-1.514,2
-0.7,-0.52,0.597,2.152,-1.274,1
0.078,0.348,1.671,-1.204,-0.532,2
0.083,1.174,-1.34,-0.694,0.252,1
-0.179,2.039,0.119,-0.888,1.102,1
-0.213,2.279,-1.425,-0.112,0.34,1
-0.733,-0.763,-0.267,0.492,2.116,2
-0.874,-0.819,-0.218,0.095,-0.137,1
0.244,0.46,1.141,0.285,-0.497,2
-0.264,-0.782,1.025,0.948,-0.865,2
-0.768,-0.815,-2.231,-1.44,-0.751,2
-1.022,-1.78,-1.311,-1.698,-0.137,2
-0.21,-0.068,1.295,-1.357,-0.557,1
-0.853,-0.934,-0.492,0.12,1.464,1
-0.574,-0.808,-0.491,0.888,-0.137,2
-0.118,-0.633,1.879,-1.498,0.605,1
0.9,0.453,-0.199,-0.73,-0.328,1
-0.582,-0.265,1.648,0.887,1.897,2
-0.832,-0.872,-0.468,0.54,-0.137,2
-0.688,0.142,0.576,0.172,-0.518,1
2.554,0.175,-0.457,-0.655,-0.264,1
2.854,-0.758,0.27,-0.753,-0.294,1
-0.751,-0.475,0.111,0.233,-0.936,2
-0.837,-1.004,-0.199,0.565,1.494,1
0.512,-0.613,-0.964,-0.386,-0.024,1
-0.734,-0.836,0.166,1.99,-1.203,1
-0.491,1.697,-1.474,-0.033,-0.137,1
0.777,0.363,0.908,-0.829,-0.364,1
-0.467,-0.798,1.035,0.89,-1.485,2
-0.653,-0.658,0.076,2.178,-0.137,2
-0.399,1.482,0.23,-0.899,-0.437,1
0.329,2.154,-1.502,-0.149,0.144,1
0.774,0.633,-0.107,0.655,1.092,1
-0.78,-0.876,-0.154,1.172,1.341,2
1.092,-0.337,0.11,1.482,-0.918,1
-0.64,-0.524,1.448,0.569,0.584,2
-0.303,1.483,0.804,0.313,-0.609,1
-0.155,0.725,0.306,-0.91,-0.412,1
-0.754,-0.924,-0.092,1.529,-1.45,2
0.067,2.329,-1.453,0.191,0.432,1
2.538,-0.923,-0.961,-0.59,-0.221,1
-1.176,-2.493,-1.828,-1.225,-0.652,1
-0.332,1.868,-1.542,-0.771,-0.341,1
-0.576,-0.522,0.826,1.107,3.251,2
-0.437,-0.659,1.568,0.43,0.988,2
-0.742,-0.543,0.67,1.666,-1.247,2
2.388,-0.896,-0.939,-0.583,-0.218,1
-0.812,-0.878,0.069,1.612,-0.137,2
-0.728,-0.308,1.49,-1.589,-0.137,1
-1.063,-1.879,-0.08,-1.283,-0.137,2
1.811,-0.264,-0.55,-0.266,0.21,1
1.051,-0.871,1.663,-1.103,-0.468,1
-0.12,1.815,0.733,-1.048,-0.486,1
0.632,0.049,-0.301,-0.018,-0.617,1
-0.598,-0.776,0.066,1.911,-1.241,2
-0.8,-0.966,-0.286,0.706,1.394,1
-0.35,1.125,-1.266,-0.717,-0.301,1
-0.141,1.349,1.093,0.44,-0.525,2
-0.741,-0.145,1.022,-1.149,-0.137,1
-1.146,0.647,0.536,0.24,0.499,1
-0.607,-0.022,0.313,-0.895,-1.221,1
-0.765,-0.737,-0.02,1.166,-1.246,2
1.848,-1.738,-0.593,-0.252,-0.252,1
-0.417,-0.791,0.585,1.725,-1.013,1
-0.571,-0.135,0.116,1.902,-1.36,2
1.379,-0.308,-0.988,-0.354,-0.246,1
-0.564,-0.529,0.044,0.698,1.366,2
-1.049,-0.799,0.67,1.819,-1.721,1
-0.196,0.898,0.444,-0.932,-0.45,1
-0.708,-1.104,-0.183,1.509,1.927,2
0.282,0.918,-1.431,-0.848,-0.468,1
-0.592,-0.217,1.847,0.93,-0.947,1
1.411,-0.732,-0.932,-0.402,-0.04,1
-0.33,0.46,0.617,1.766,-0.933,2
0.247,-0.793,1.19,1.423,-1.303,2
-0.195,-0.154,1.209,-1.135,0.587,1
1.461,-0.128,-0.293,-0.074,-0.369,1
0.247,0.861,-1.162,-0.257,-0.855,1
-0.207,0.029,1.623,1.392,-0.868,2
-0.503,-0.006,1.689,-1.47,-0.137,1
-0.214,0.748,-1.354,-0.244,-0.338,1
0.667,0.822,0.148,0.271,1.721,2
3.598,-0.793,-0.967,-0.61,-0.038,1
-0.585,-0.164,1.339,-1.585,-0.137,2
-0.306,0.906,0.082,-0.832,-0.582,2
0.824,0.119,-1.153,-0.673,-0.296,1
1.527,-0.016,-0.343,0.064,1.003,1
-0.661,-0.879,0.401,0.808,-0.137,2
1.651,0.034,-0.34,0.054,-0.537,1
-0.154,1.27,-0.134,0.006,-0.841,1
2.388,-0.213,-0.261,0.128,-0.369,1
0.242,1.712,-1.291,0.766,-0.808,1
-0.704,0.204,1.087,-1.181,-0.137,1
-0.169,1.86,-1.24,-0.703,-0.357,1
0.285,1.811,-1.282,-0.756,0.278,1
-0.807,-0.619,1.518,0.595,-0.738,1
2.535,0.153,-1.088,-0.633,-0.256,1
0.475,0.441,-1.149,-0.27,-0.298,1
-1.168,-0.91,-1.551,-1.734,-0.137,2
-0.668,-0.91,1.325,0.603,0.92,1
1.737,-1.098,-0.415,-0.608,-0.013,1
2.798,-0.88,-0.989,-0.3,-0.24,1
-0.45,-0.78,0.232,2.409,-1.461,1
-0.272,-0.74,1.191,0.643,-0.843,2
0.872,0.213,-1.067,-0.338,-0.274,1
-0.224,1.619,-1.28,-0.169,-0.618,1
0.739,-0.818,-0.631,-0.314,-0.262,1
-0.447,0.998,1.366,-1.183,-0.592,1
0.778,0.365,0.909,-0.829,-0.365,1
-0.883,-1.167,-0.391,0.164,1.938,1
-0.642,0.085,2.28,-1.644,-0.137,1
-0.813,-1.164,-0.322,-1.268,-1.964,1
0.237,-0.294,-1.052,-0.608,-0.241,1
-0.696,-0.763,-0.14,0.391,-0.137,1
-0.708,-0.452,1.935,0.847,1.914,2
-0.388,2.696,-1.443,-0.828,-0.413,1
-0.705,0.041,0.088,0.861,-0.858,1
-0.746,-0.654,1.041,1.168,-1.565,2
0.58,-0.515,0.859,1.56,-1.011,2
-0.26,-0.69,0.882,0.874,0.876,2
-0.072,0.406,-0.248,-0.204,-0.308,1
-0.603,-0.204,1.358,0.671,1.783,2
-0.603,-0.847,-0.231,1.12,-0.137,2
0.785,0.476,-0.197,-0.721,-0.316,1
0.505,1.333,-1.324,-0.212,0.142,1
1.21,-0.588,-0.681,-0.326,-0.444,1
-0.607,0.713,0.206,2.252,-1.16,1
-0.258,-0.148,1.222,-1.256,-0.539,2
-0.691,-0.49,0.275,2.038,-1.419,2
-0.705,-1.097,-0.07,1.936,2.094,2
2.241,-1.743,-0.641,-0.378,-0.009,1
-0.631,-0.454,1.246,1.22,-0.917,1
-0.51,0.128,0.911,0.482,-1.181,2
-0.544,0.32,1.13,0.717,1.819,1
-0.705,-0.88,0.23,1.089,3.294,2
1.893,-1.158,-0.676,-0.304,-0.246,1
-0.253,-0.214,0.683,-1.23,2.441,2
3.157,-1.82,-0.66,-0.59,-0.217,1
0.208,0.376,0.522,-0.944,1.564,2
-0.258,0.429,0.794,-1.094,-0.48,1
-0.547,-0.712,1.819,-1.416,0.546,1
1.888,-0.144,-1.089,-0.594,-0.137,1
0.546,1.256,-1.214,-0.753,0.167,1
-0.75,-0.752,0.76,1.084,-0.137,1
-0.065,2.248,-1.303,-0.745,-0.372,1
2.384,-1.729,-0.647,-0.375,-0.3,1
-0.836,-1.088,-0.264,1.389,1.86,1
-0.526,1.175,-1.171,-0.686,-0.277,1
-0.681,-1.057,-0.009,1.906,2.201,2
-0.828,-1.062,-0.374,0.242,3.43,1
-0.003,2.077,-1.317,-0.749,-0.368,1
1.054,1.838,-1.241,-0.661,-0.267,1
0.554,-0.19,-1.668,-1.249,-0.685,1
0.439,1.309,-1.196,-0.695,0.397,1
0.518,1.988,-1.326,-0.726,-0.368,1
0.338,1.099,0.974,-0.949,-0.388,2
-0.518,2.22,0.797,0.168,-0.44,2
0.085,0.2,0.125,0.944,-0.957,2
-0.081,0.922,0.187,1.055,-0.789,1
-0.7,0.204,0.644,-1.013,0.448,1
-0.12,2.25,-1.272,-0.791,0.738,1
0.591,0.205,1.434,-1.022,-0.429,2
-0.645,-0.212,1.561,-1.346,-1.58,2
-0.068,-0.27,0.883,0.617,-1.306,2
0.03,0.48,-1.432,-0.766,-0.137,1
-0.05,0.44,0.799,0.419,0.94,2
-0.834,-0.831,-0.264,-1.284,4.587,1
-0.417,-0.528,-0.274,1.001,1.321,2
-0.547,-0.546,1.678,0.646,2.315,2
0.803,0.78,-0.244,1.135,-0.715,1
-0.649,0.053,1.748,-1.498,-0.858,1
-0.345,-0.846,0.876,0.999,1.84,2
0.38,1.979,-1.314,0.092,-0.506,1
-0.796,-1.165,-0.372,0.764,2.807,1
-0.816,-0.895,0.038,1.688,1.211,2
-0.006,-0.362,1.425,0.828,1.675,2
-0.86,-1.088,-0.368,-1.378,3.205,2
-0.375,-1.036,1.201,2.592,-1.348,2
0.824,0.79,-1.23,-0.834,1.369,1
-0.292,1.453,0.801,-1.11,-0.137,1
-0.779,-0.712,-0.075,-1.717,-0.137,2
-0.824,-0.948,-0.207,1.47,1.413,2
0.112,1.951,0.04,0.296,0.534,1
-0.326,2.001,0.509,0.238,-0.556,1
-0.484,-1.02,1.286,0.932,-1.323,2
-0.646,-0.379,1.047,0.752,1.858,2
-0.546,-0.14,0.526,0.457,-0.504,1
-0.142,-0.224,1.13,0.146,-0.655,2
0.677,0.325,-0.437,-0.168,0.112,1
-0.205,0.338,-1.151,-0.304,-0.25,1
-0.565,0.614,-0.072,-0.144,-0.352,1
-0.828,-1.007,-0.541,-0.79,-0.137,2
-0.51,-0.833,1.188,1.011,-0.776,1
-0.619,0.388,2.373,-1.584,-0.137,1
0.677,-0.292,-0.506,-0.301,-0.425,1
-0.686,-0.052,1.244,-1.192,-1.067,1
-0.655,-1.092,-0.156,2.375,-1.415,1
1.822,-0.573,-0.423,-0.648,-0.226,1
-0.591,1.621,-1.327,-0.743,-0.597,1
0.552,-0.19,-1.67,-1.249,-0.683,1
-0.54,-0.832,1.108,0.866,1.577,1
-0.845,-1.149,-0.425,0.053,-0.137,1
-0.491,-0.344,1.476,0.985,0.792,1
2.345,-1.778,-0.694,-0.352,-0.237,1
-0.778,-0.516,-0.146,1.73,-1.576,2
1.614,-0.84,-0.651,-0.38,-0.262,1
-0.53,1.471,-1.229,-0.208,-0.729,1
-0.62,-0.771,1.516,1.018,0.824,1
-0.335,1.643,-1.378,0.064,1.076,2
0.231,-0.574,-0.956,-0.406,0.005,1
-0.492,-0.74,0.821,1.992,-0.137,2
-0.804,-0.96,-0.264,2.067,-0.137,1
1.269,-0.81,-0.943,-0.319,-0.471,1
0.227,-0.712,1.148,0.843,2.117,2
-1.124,0.941,0.254,0.053,-0.137,1
-0.69,-1.123,-0.189,1.443,1.539,2
-0.791,-1.045,-0.337,2.041,-1.732,1
-0.808,-0.547,-0.113,2.048,-0.137,2
-0.594,1.551,-1.377,-0.768,-0.667,1
-0.81,-0.53,0.446,-1.72,-0.765,1
-0.587,-0.082,1.908,-1.302,-1.035,2
0.23,1.082,0.561,0.524,-0.533,1
-0.16,1.173,-1.305,-0.799,-0.564,1
-0.484,-2.24,1.418,-1.37,1.31,2
-0.75,-0.014,0.731,0.104,-0.456,1
2.204,-1.027,0.907,-0.944,-0.361,1
-0.375,-0.57,1.406,-1.248,-0.137,2
-0.647,-0.323,-0.154,0.416,1.373,2
-0.811,-0.954,-0.024,2.045,-1.584,2
-0.492,1.954,-1.515,0.156,-0.137,1
-0.603,0.977,0.228,0.588,-0.899,1
0.433,0.919,-1.223,-0.203,0.238,1
-0.811,-0.507,-0.313,0.995,-0.137,2
-0.305,1.111,-1.331,-0.064,-0.586,1
1.05,-0.8,-1.035,-0.664,-0.31,1
-0.655,-0.27,1.488,1.081,-0.137,2
0.46,1.72,0.168,-0.101,-0.377,1
-0.728,-0.554,0.031,1.22,-0.137,1
-0.77,-0.99,-0.287,2.18,-1.687,1
-0.816,-1.119,-0.222,2.19,-1.294,1
-0.796,-0.941,-0.341,-1.141,1.869,2
-0.266,0.793,-1.291,0.11,1.207,1
-0.193,1.472,-1.246,-0.191,-0.598,1
-0.721,-0.884,0.074,0.55,-0.137,2
-0.838,-0.925,0.324,2.005,-1.493,1
2.151,-1.093,-0.624,-0.217,-0.274,1
0.17,0.794,0.078,1.152,-0.839,1
-0.586,-0.692,1.377,0.727,3.051,2
-0.641,0.893,0.483,0.288,-0.137,1
-0.461,-0.668,1.866,0.681,1.181,2
0.586,-0.771,-0.658,-0.319,-0.42,1
-0.685,0.593,0.727,0.82,-0.987,1
-0.296,-0.108,0.851,-1.149,2.439,2
-0.243,-0.04,0.371,1.037,-0.885,2
-0.782,-0.81,-0.035,2.291,-1.246,1
-0.531,-1.009,0.09,1.903,-1.219,1
-0.317,-0.223,0.261,2.335,-1.407,2
-0.578,0.849,0.455,0.574,1.867,2
-0.833,-0.815,0.419,0.652,-0.982,2
-0.71,-0.219,1.409,-1.299,-0.55,1
-0.641,-0.627,2.044,1.224,1.414,2
-0.204,-0.201,1.173,-1.14,0.621,1
0.694,0.318,-1.094,-0.628,0.023,1
0.282,2.25,-1.508,-0.8,0.145,1
-0.44,-0.546,1.242,0.707,2.656,2
-0.726,-0.476,0.979,0.478,0.693,2
1.953,-1.056,-0.691,-0.382,-0.276,1
-0.791,-0.495,1.623,-1.396,-1.197,1
-0.645,0.063,2.149,-1.48,-0.137,1
-0.628,-0.751,-0.032,0.676,-0.137,2
1.184,-0.597,-0.662,-0.332,-0.41,1
-0.286,-0.617,1.374,-1.059,0.979,2
-0.397,0.91,1.509,-1.356,-0.137,1
-0.752,-1.001,0.098,2.532,-1.512,1
-0.379,0.369,0.864,1.393,-0.743,2
-0.502,-0.801,-0.023,1.433,1.774,2
-0.403,0.366,-1.272,-0.118,-0.309,1
-0.372,-1.067,-0.44,1.286,2.246,2
-0.715,-1.067,-1.762,1.526,-1.761,2
-0.786,-0.952,-0.24,0.472,-0.137,1
2.641,-0.809,0.324,-0.82,-0.299,1
-0.674,-0.831,-0.127,1.011,2.341,2
2.805,-0.867,-0.963,-0.601,-0.205,1
1.745,-1.148,0.998,-0.999,0.33,1
-0.467,1.033,1.161,0.387,-0.722,1
-0.297,-1.0,1.228,-1.203,0.614,2
-0.286,-0.399,1.024,0.478,0.709,1
0.325,1.465,-1.202,-0.686,0.178,1
-1.138,0.114,1.647,-1.435,-0.137,1
-0.862,-1.022,-0.477,0.035,-0.137,1
-0.638,1.436,-1.351,-0.109,-0.379,1
-0.558,0.633,1.771,-1.319,-0.639,1
-0.788,-1.017,-0.036,2.093,-0.137,2
2.186,-1.738,-0.656,-0.388,-0.002,1
-0.378,0.592,0.52,0.069,0.19,1
-0.564,-0.292,2.341,-1.558,-0.137,1
-0.319,2.594,-1.348,-0.78,-0.398,1
0.652,0.553,-0.427,-0.286,-0.265,1
-0.785,-1.089,-0.322,-1.498,-0.137,1
-1.246,-0.146,0.38,-1.15,-0.612,1
-0.703,-1.037,-0.138,1.836,2.028,2
-0.542,1.149,-1.419,-0.113,-0.621,1
0.679,-0.43,0.782,1.238,-1.269,2
-0.613,0.535,-0.328,-0.224,-0.305,1
0.574,0.131,-1.149,-0.666,-0.005,1
2.687,-0.913,-0.576,-0.678,0.773,1
-0.511,1.256,-1.351,-0.143,-0.329,1
0.49,0.745,-0.194,0.397,1.152,1
0.113,1.571,-1.274,-1.078,1.564,1
-0.662,-0.286,2.583,-1.436,-0.768,1
-0.394,-0.708,1.279,1.377,2.22,2
-0.294,-2.453,0.407,-1.208,-0.137,1
-0.15,1.954,-1.44,-0.779,-0.378,1
-0.842,-1.096,-0.341,1.281,1.853,1
-0.058,0.409,-0.365,-0.271,-0.274,1
-0.038,-0.837,0.847,1.68,-1.451,2
1.727,-0.752,-0.926,-0.392,-0.045,1
-0.548,-0.53,-0.167,0.669,2.463,2
-0.324,1.796,-1.547,-0.804,-0.409,1
-0.59,-0.484,-0.216,1.899,-1.322,1
-0.6,2.43,-1.5,-0.834,-0.422,1
0.45,-0.631,2.1,-1.259,-0.547,2
-0.529,-0.746,1.211,0.7,-0.82,1
0.191,0.772,1.121,-1.331,-0.478,2
0.434,1.821,0.182,-0.859,0.113,1
-0.719,-0.431,0.156,0.765,-0.963,2
-0.176,0.353,-1.15,-0.662,-0.258,1
0.064,-0.021,-1.131,-0.281,-0.324,1
-0.32,-0.66,1.42,-1.107,1.053,2
-0.621,1.803,-1.322,-0.225,0.134,1
-0.696,-0.486,0.167,2.542,-0.137,2
-0.771,-0.824,-0.064,2.058,-1.223,1
2.368,-1.77,-0.938,-0.579,-0.217,1
-0.704,-0.388,1.772,0.871,0.755,1
1.332,0.491,-1.185,-0.637,0.04,1
-0.765,-0.125,0.883,-1.363,-0.137,1
-0.564,0.257,1.479,-1.322,0.893,1
0.103,0.76,-1.275,-0.696,-0.311,1
-0.755,-0.938,-0.087,-1.429,-0.137,1
