RIDGE,NUB,CRACK,WEIGHT,DENSITY,binaryClass
11.03,-7.3,-3.33,-13.58,-3.88,N
11.6,-7.68,-3.72,-17.76,-5.71,N
1.09,-4.55,5.27,4.38,-2.72,N
-0.8,4.83,-2.43,0.72,2.54,N
4.31,0.75,6.79,-1.28,-2.52,N
2.89,1.81,2.33,-3.57,-0.24,N
-5.26,-4.08,6.35,10.09,3.39,N
-1.05,-6.87,4.84,15.18,-5.22,N
-1.77,3.79,-0.88,0.71,2.57,N
9.15,-3.09,-10.83,-13.81,-3.4,N
2.27,11.69,9.8,-4.8,1.46,N
-11.85,4.0,-6.17,14.19,5.19,N
-9.61,0.78,11.09,13.88,2.91,N
4.44,2.37,10.84,-4.17,1.13,N
7.4,1.49,9.27,-8.35,-4.34,N
-16.56,8.92,-4.1,15.53,10.87,N
4.67,-4.95,10.23,-2.27,-4.66,N
13.23,1.04,-6.15,-13.65,-7.55,N
-3.12,-7.22,-0.44,3.68,-0.96,N
0.76,6.49,15.22,0.53,2.37,N
1.41,1.13,-12.53,-4.42,1.42,N
-2.69,7.22,-5.68,-0.76,4.87,N
10.59,-5.34,6.59,-14.25,-5.66,N
0.9,-0.26,-2.22,0.78,2.06,N
2.63,-0.52,3.5,2.19,-4.22,N
6.93,-6.98,-3.41,-9.2,-3.63,N
0.2,3.76,-10.62,0.32,-1.7,N
-0.32,-5.88,3.55,4.72,-1.99,N
11.71,-6.31,-8.98,-20.03,-3.64,N
0.75,0.94,-9.91,-3.3,-0.01,N
-3.42,8.86,-0.36,-1.32,4.96,N
5.08,5.58,-3.07,-7.98,-0.63,N
3.1,2.68,5.39,-7.98,-0.57,N
-7.7,-1.59,2.56,14.16,-0.75,N
-0.11,-5.33,-1.37,-0.28,-0.96,N
-3.91,-5.59,3.99,15.9,-2.54,N
-2.07,-5.54,-8.55,1.53,0.34,N
-2.18,2.64,7.8,3.54,-3.5,N
6.14,11.89,-0.62,-8.63,2.0,N
0.14,-8.28,1.07,0.15,-3.51,N
-6.53,-5.79,1.3,11.97,-1.17,N
-3.98,6.54,2.82,-2.12,5.08,N
4.47,7.22,10.19,-1.62,0.3,N
-15.04,5.9,-2.55,21.12,3.79,N
6.12,-5.95,-2.49,-4.02,-8.85,N
-12.46,-0.37,7.02,25.55,-0.7,N
4.25,6.87,7.54,-5.8,2.01,N
2.76,-0.08,9.7,-0.51,-0.35,N
1.76,-4.22,-3.31,-0.88,-2.89,N
-7.05,8.98,7.49,11.02,2.18,N
0.16,8.01,-0.22,-7.36,6.03,N
-16.27,-3.04,2.2,25.03,3.49,N
-1.24,-5.17,10.44,6.63,-3.94,N
-4.13,-4.6,3.88,5.66,1.24,N
7.16,1.63,-10.06,-11.25,-0.71,N
-9.21,2.06,10.1,19.46,0.92,N
-10.54,-1.64,10.19,24.18,-2.32,N
7.49,3.78,2.58,-9.25,-1.17,N
4.33,-2.93,9.01,-8.5,1.0,N
3.67,6.25,4.57,-5.3,1.25,N
-0.77,-5.8,1.15,5.53,-3.05,N
1.33,5.32,-11.41,-3.17,1.9,N
-8.69,-3.67,12.19,11.82,2.22,N
9.82,1.33,-2.46,-20.65,1.09,N
-4.5,-1.5,-3.8,10.82,0.08,N
11.1,4.26,-2.01,-17.81,-2.83,N
-3.36,-1.97,1.22,9.14,-0.5,N
2.93,-1.26,-2.49,1.14,-3.22,N
6.05,6.0,-0.26,-12.66,1.88,N
7.34,-2.56,7.52,-7.6,-1.92,N
7.56,9.47,4.39,-17.06,1.84,N
-18.93,-4.25,10.25,23.98,8.84,N
-3.31,-7.71,-1.75,1.11,0.74,N
4.4,6.1,-8.07,-8.17,0.41,N
8.38,1.57,5.04,-8.84,-3.67,N
-3.14,-0.73,-8.76,6.2,0.61,N
7.71,4.7,10.15,-8.26,-0.81,N
8.82,3.01,4.88,-16.33,1.63,N
-4.49,-2.48,14.08,11.29,0.43,N
3.83,5.11,8.59,-8.35,0.67,N
7.2,-0.19,7.96,-8.15,-4.33,N
-13.08,-2.9,9.8,22.34,1.62,N
4.23,-6.35,-9.04,-5.79,-3.05,N
8.01,4.04,0.9,-7.28,-2.26,N
0.22,0.9,-0.58,1.34,-1.14,N
-13.1,-2.94,-3.2,16.69,2.2,N
0.34,0.92,-0.6,1.41,-1.13,N
-1.61,9.55,11.69,4.0,1.35,N
10.73,0.8,13.31,-16.52,-1.06,N
15.5,2.49,-1.29,-20.94,-3.69,N
2.06,1.85,-12.4,-4.18,0.7,N
5.84,2.3,-3.22,-10.9,0.3,N
5.25,5.46,-1.68,-12.9,0.7,N
-2.85,2.0,-4.55,8.33,0.63,N
-1.55,-5.14,7.31,1.25,1.84,N
-4.15,-2.41,7.15,7.84,4.86,N
0.09,0.66,-9.44,-1.22,0.25,N
-3.0,-8.51,-3.82,3.7,-1.84,N
6.46,-5.72,-3.3,-3.79,-6.73,N
2.81,-6.55,15.28,1.3,-3.14,N
-14.76,-2.08,14.31,21.77,3.61,N
0.34,-4.21,-5.84,-2.48,2.26,N
-11.05,-4.64,-5.42,7.05,6.29,N
-12.96,5.3,-6.72,14.44,6.53,N
8.98,-6.78,1.02,-10.0,-4.02,N
2.03,6.87,9.97,0.35,-0.77,N
-1.86,-3.59,-6.53,-3.83,1.29,N
2.4,-2.06,-11.08,-0.28,-1.36,N
-5.07,8.42,0.02,8.24,1.58,N
10.33,-0.31,2.37,-5.15,-7.45,N
1.93,6.66,15.26,-7.48,3.4,N
2.35,-1.84,9.75,-8.17,0.63,N
-6.76,-5.72,0.98,16.09,0.92,N
-12.94,0.3,6.97,18.63,3.42,N
-3.66,-1.27,0.31,3.25,3.45,N
-13.24,-5.23,1.04,16.8,2.06,N
-2.67,1.37,12.5,7.35,-1.36,N
-6.98,7.26,-1.55,10.56,3.2,N
-2.44,9.13,2.46,2.9,5.39,N
-7.34,0.18,5.78,10.36,2.63,N
-5.3,2.28,4.21,9.3,1.31,N
-7.87,-4.19,2.6,14.46,2.87,N
0.32,4.13,8.71,4.2,-1.02,N
13.23,2.68,-0.05,-13.0,-7.04,N
-6.22,-0.33,9.08,13.98,-0.12,N
-7.83,-3.2,9.75,18.07,-0.5,N
7.07,2.57,-0.69,-9.35,0.49,N
3.95,8.12,3.67,-13.0,2.88,N
0.45,-2.52,0.62,-3.67,0.53,N
-1.34,-6.9,-7.05,3.57,-2.53,N
3.99,5.9,0.13,-1.81,0.16,N
8.07,4.11,-1.01,-13.3,-1.96,N
-5.51,-3.99,11.09,5.89,0.35,N
9.36,5.79,-1.8,-7.52,-2.17,N
-9.2,6.34,-3.84,15.92,1.52,N
5.18,3.74,9.8,-4.25,0.09,N
-1.05,0.63,-9.16,-6.74,3.94,N
3.63,-2.03,2.68,-12.08,0.52,N
-0.53,0.94,5.45,-3.4,3.07,N
-5.62,7.22,-0.12,8.91,2.37,N
4.21,-2.51,8.99,-4.89,-2.98,N
-4.11,5.47,-5.45,12.74,-0.28,N
-10.82,5.02,4.99,7.98,7.55,N
-0.66,-12.06,-8.38,-5.1,2.02,N
2.24,0.69,5.55,-10.39,3.04,N
-6.44,4.56,5.38,17.53,2.22,N
5.48,0.26,0.16,-3.52,-3.45,N
-5.63,-10.44,0.89,12.23,-1.48,N
9.63,2.35,-10.62,-19.26,-0.31,N
-4.98,-6.83,5.34,4.6,-1.29,N
-3.72,-6.08,-4.98,6.94,0.22,N
3.41,-4.74,-1.83,-8.09,-2.16,N
-5.45,-2.53,8.77,6.97,2.58,N
-9.02,-3.77,10.71,20.84,-1.44,N
-7.07,-2.64,2.07,15.06,-0.84,N
-0.38,1.02,-8.81,-5.05,5.81,N
-1.07,8.32,4.37,-1.64,5.59,N
3.07,6.73,2.8,-3.72,-2.42,N
-4.72,9.69,-2.18,0.92,5.46,N
6.19,2.97,-5.62,-13.2,-1.62,N
13.16,-0.97,-15.16,-23.68,-3.58,N
-4.17,-0.7,-10.93,6.98,1.15,N
4.58,1.41,5.03,-10.14,-1.7,N
6.37,-6.22,-5.05,-2.67,-5.32,N
-0.39,-2.25,5.76,6.31,-3.34,N
1.92,-7.83,-8.65,-7.19,-1.14,N
11.59,3.97,-1.44,-18.06,-2.43,N
-5.49,7.58,10.48,1.03,7.88,N
-1.64,-0.63,0.24,-0.45,1.7,N
5.15,-7.06,6.56,1.93,-5.87,N
-2.52,-10.68,-9.83,7.94,-2.69,N
-2.26,5.94,0.4,7.49,-2.21,N
5.18,-2.03,-11.33,-11.84,-0.76,N
-1.8,1.87,7.29,-2.24,1.97,N
3.57,-4.84,8.96,-7.09,-1.37,N
10.5,8.16,10.42,-13.81,-1.44,N
5.47,9.94,-7.38,-11.93,3.72,N
-4.85,4.31,-12.54,-2.73,8.19,N
4.05,-5.84,-4.65,-9.25,-1.82,N
-4.4,-3.22,5.66,9.36,0.94,N
-5.39,-5.18,-0.22,3.79,1.77,N
3.31,-0.82,-2.86,-8.69,-1.3,N
-1.77,-0.6,0.23,-0.52,1.57,N
0.7,10.62,-8.93,-1.32,4.14,N
0.51,6.26,-4.63,3.7,-1.27,N
4.77,3.03,-0.43,-9.71,0.48,N
0.7,-5.52,-1.84,-8.33,0.7,N
-2.23,10.12,-1.58,-0.04,1.29,N
-12.95,-1.09,5.08,12.1,6.16,N
8.48,4.56,5.22,-9.81,-2.48,N
6.05,-3.46,-11.28,-14.86,-2.33,N
-2.46,3.83,-11.27,-0.1,2.14,N
3.83,1.96,-16.1,-12.4,0.55,N
-4.9,1.31,4.69,9.07,3.9,N
-4.8,-5.32,-1.64,4.39,2.56,N
4.36,5.06,2.66,-10.09,1.99,N
-4.56,-0.2,-8.03,3.6,2.43,N
4.03,-0.12,-19.22,-12.17,4.37,N
-7.46,-7.33,4.25,9.96,0.64,N
1.17,-5.04,-13.25,-2.03,1.25,N
-2.18,3.22,-6.39,-5.26,5.86,N
4.92,4.57,-3.38,-11.62,-0.08,N
-2.06,11.62,3.3,10.8,-0.8,N
1.68,-2.59,-3.3,-3.51,-2.13,N
-1.59,-3.92,-6.2,-3.43,2.68,N
4.48,-1.64,-3.28,-6.05,-4.36,N
-5.54,-9.33,3.6,8.25,-0.98,N
3.29,-3.62,-11.01,-11.52,1.66,N
-1.56,3.38,9.66,2.68,1.14,N
4.7,6.47,-6.02,-5.96,-0.26,N
0.41,-3.26,-0.55,9.65,-8.57,N
3.49,3.24,-0.16,-3.18,-2.63,N
3.56,-6.94,-5.11,-9.15,-1.82,N
-3.89,0.76,-2.0,0.84,3.1,N
-1.44,-10.16,-9.31,7.78,-5.59,N
7.56,-0.07,-10.72,-10.22,-0.6,N
-5.49,-3.82,11.34,4.69,3.16,N
6.3,1.98,-14.42,-7.7,0.17,N
3.85,-0.72,0.33,-1.98,-1.35,N
9.0,-6.36,-4.81,-3.14,-9.0,N
5.61,-3.46,2.91,-4.9,-5.13,N
6.62,-0.41,2.13,-1.54,-5.07,N
-2.23,3.07,-2.0,0.14,4.35,N
-2.15,-8.0,-7.9,-6.67,0.1,N
11.62,2.01,-6.6,-19.03,-0.78,N
-0.78,-0.24,-14.19,-5.68,2.21,N
6.62,-1.91,-11.88,-15.76,1.08,N
1.11,-8.66,4.06,1.17,-5.6,N
-6.13,10.78,4.35,9.44,1.89,N
-10.49,4.53,11.24,16.71,3.16,N
4.36,-0.14,10.4,-6.28,-3.68,N
-3.24,4.68,-12.96,-3.17,5.15,N
-9.35,-13.01,-8.8,17.63,-0.1,N
-0.18,-3.94,-0.59,-5.36,-0.57,N
-14.03,4.27,12.46,18.15,6.16,N
5.76,-3.17,-11.1,-7.19,-2.76,N
7.1,3.12,-5.41,-10.54,-2.27,N
0.01,6.7,-9.71,-5.99,2.94,N
-6.52,1.35,19.27,16.09,0.67,N
-0.71,1.34,-3.08,5.55,-1.64,N
1.2,10.44,11.61,-2.86,3.0,N
6.85,2.48,6.62,-14.77,0.02,N
-1.85,1.35,2.72,-0.31,3.65,N
-1.27,2.0,-7.76,1.9,2.31,N
-3.99,9.33,1.19,8.49,0.98,N
4.87,2.66,7.44,-2.72,-2.58,N
6.5,0.34,0.64,-13.15,-0.14,N
-6.99,4.43,5.28,8.11,3.55,N
7.76,-4.07,-13.4,-5.72,-4.15,N
-3.55,-0.56,6.0,9.81,1.11,N
5.18,-7.39,11.86,0.56,-5.87,N
-2.84,1.69,5.96,0.3,2.04,N
-11.33,-1.93,6.06,16.14,2.53,N
3.83,-2.01,8.92,-4.03,-3.6,N
1.1,10.09,-2.49,-15.37,7.22,N
7.96,-1.92,1.48,-8.0,-2.67,N
0.26,-10.83,3.85,2.95,-5.01,N
4.22,3.52,0.28,-2.52,-0.99,N
-8.34,-0.43,8.43,12.95,0.82,N
-3.74,3.36,-10.86,-0.68,8.82,N
-4.29,0.33,-14.06,6.35,3.51,N
-4.62,0.16,-9.0,8.92,-2.13,N
-8.49,1.55,9.37,9.87,0.96,N
6.8,3.18,-3.13,-6.06,-3.47,N
-5.87,4.15,8.48,13.66,-0.03,N
-7.11,3.13,3.38,12.85,2.96,N
-2.28,-3.9,-6.99,3.44,-0.87,N
6.31,-0.37,4.06,-8.45,-1.81,N
2.12,0.88,12.46,-1.62,-3.05,N
-3.87,-6.33,-3.7,3.35,0.63,N
-4.79,-9.38,-12.57,6.33,-0.71,N
-1.66,4.17,-10.84,-1.42,2.08,N
9.81,-3.02,-6.11,-7.55,-4.25,N
-0.41,13.79,8.92,9.03,-0.32,N
-3.01,5.74,6.02,2.87,4.49,N
6.46,0.4,-7.65,-10.5,-1.9,N
-1.57,-2.66,-6.39,0.86,0.55,N
-9.76,-0.14,-0.68,14.54,6.27,N
-2.1,-2.26,10.1,5.69,-1.66,N
-0.94,2.28,11.2,6.22,-0.55,N
5.23,4.92,0.27,-17.21,3.51,N
-5.85,-3.79,2.51,10.43,-0.03,N
3.8,-4.25,-9.9,-16.18,0.85,N
-10.43,4.29,0.83,14.8,2.25,N
-8.58,0.8,6.39,10.34,2.48,N
2.63,-2.96,12.55,0.79,-4.75,N
2.94,-5.98,3.84,-4.91,0.76,N
9.67,2.09,-4.49,-26.47,2.18,N
-0.64,0.03,-0.13,0.43,0.57,N
-5.14,7.34,6.95,2.53,5.12,N
3.09,-4.8,-6.23,-5.56,-1.63,N
-0.45,-2.34,8.39,-0.79,1.96,N
14.48,8.2,3.62,-19.73,-4.17,N
1.63,10.42,5.69,-4.42,0.18,N
-1.38,7.37,-6.65,-7.04,6.63,N
3.27,-6.27,-9.19,-6.78,-0.82,N
1.45,-2.32,-1.0,-2.5,-0.37,N
-2.48,-6.39,10.41,11.71,-6.74,N
6.15,-0.3,-12.48,-15.45,-0.36,N
-6.18,-4.85,15.03,12.19,-2.97,N
1.22,-3.81,4.29,6.41,-4.97,N
-4.26,-1.86,0.84,7.88,0.34,N
-1.12,-0.38,0.08,-0.03,1.33,N
6.24,6.03,-14.9,-10.4,0.5,N
2.84,-4.35,-19.48,-7.91,-1.61,N
-0.04,-2.54,10.19,3.26,-3.36,N
12.28,9.79,1.18,-18.46,0.02,N
9.04,3.85,3.07,-11.42,0.22,N
0.46,6.78,18.12,-1.68,-0.22,N
7.64,-0.29,-2.56,-16.42,2.04,N
3.64,-0.89,0.46,2.62,-4.58,N
-6.11,-11.95,2.59,12.2,-2.78,N
-1.82,1.3,5.98,8.82,-3.13,N
7.29,3.99,-1.16,-6.89,-1.85,N
-7.55,-13.34,2.6,10.94,-1.76,N
5.31,2.22,-0.31,-3.53,-3.96,N
-1.21,5.09,11.08,8.86,-1.78,N
3.52,-1.87,-2.38,-8.82,-2.53,N
-4.66,-5.05,4.94,8.49,-2.35,N
-11.68,0.28,2.44,15.31,3.87,N
-3.73,2.98,8.27,6.07,2.14,N
12.61,7.75,-5.78,-21.25,-0.1,N
3.5,-4.94,2.87,-0.75,-5.38,N
4.64,-2.89,8.78,4.71,-9.28,N
-1.2,-7.64,1.04,4.4,-2.79,N
-1.46,3.77,-10.64,-6.23,2.62,N
7.26,5.37,3.61,-10.91,0.08,N
-5.51,0.02,4.92,15.62,-3.52,N
6.89,0.09,-7.36,-4.92,-3.64,N
-5.18,6.94,11.46,8.76,2.79,N
10.61,-2.79,0.64,-13.11,-3.61,N
-0.84,-8.52,3.38,-3.76,1.37,N
11.92,6.65,-5.36,-19.8,-1.47,N
-1.97,0.19,-1.54,7.0,-1.3,N
-2.31,-0.59,-11.6,1.62,3.76,N
0.22,3.52,4.53,5.63,-3.54,N
3.16,4.86,-2.8,-0.93,-4.47,N
5.17,3.92,-10.88,-15.78,2.51,N
4.71,6.64,2.39,-8.91,-0.47,N
5.08,-5.45,-6.49,-4.88,-4.69,N
-8.22,-0.37,1.82,15.02,-1.22,N
3.01,0.54,2.5,-12.72,-0.46,N
-6.56,5.88,6.99,6.98,5.47,N
-3.22,5.14,1.24,-0.14,5.32,N
3.8,-0.37,-0.75,-5.13,-2.11,N
8.16,10.07,1.89,-8.51,-1.97,N
-10.04,-7.4,-11.12,16.01,1.7,N
1.84,-2.26,1.27,-5.1,0.88,N
-3.82,-8.3,1.23,1.64,1.71,N
-8.85,-2.17,6.64,10.8,2.7,N
-11.46,7.47,-12.29,15.67,4.79,N
-0.86,-0.68,-4.14,7.95,0.89,N
-5.89,-4.71,10.16,8.49,0.61,N
3.33,5.22,5.18,-8.58,-2.8,N
-3.16,-0.6,-7.16,-1.09,5.38,N
8.11,-2.39,2.19,-8.63,-3.28,N
11.37,-2.13,2.27,-17.31,-2.33,N
6.76,-15.18,-0.38,-1.68,-8.33,N
1.19,7.95,-9.96,-11.75,5.39,N
-4.85,3.43,7.29,6.42,2.4,N
10.89,5.79,-12.08,-17.23,-0.71,N
-11.43,3.58,-3.48,19.51,2.83,N
-1.49,7.18,11.07,-6.08,5.97,N
-3.38,14.39,-11.36,8.69,2.39,N
6.63,-3.56,-23.54,-18.27,0.35,N
-1.53,-4.16,5.7,0.53,2.79,N
-5.11,5.82,12.85,5.24,2.66,N
2.45,3.4,-11.64,-10.89,2.43,N
-2.46,-2.66,1.62,12.86,-3.9,N
-0.72,-4.42,6.63,11.83,-4.45,N
0.6,6.09,-10.81,-3.24,0.77,N
1.25,-2.52,10.46,1.59,-4.01,N
4.18,4.32,-9.73,-8.65,3.99,N
0.86,3.42,-10.94,0.45,-0.01,N
3.4,6.98,-12.9,-4.1,-0.45,N
-11.17,-3.88,-0.32,17.59,0.17,N
5.39,-4.92,-2.75,-4.31,0.74,N
-9.88,-0.5,12.56,14.44,-0.37,N
-3.46,-2.88,16.37,4.29,1.38,N
-3.43,-1.96,6.25,7.23,-1.38,N
-14.42,-1.76,5.32,19.17,4.29,N
6.24,1.87,-9.03,-17.03,1.47,N
-4.78,-1.27,7.54,9.95,1.24,N
-1.38,5.66,-1.4,0.36,0.41,N
-3.67,1.72,8.76,13.06,-1.44,N
-14.94,12.62,-3.34,17.16,9.14,N
4.93,0.15,1.63,-9.85,-2.04,N
-10.72,4.96,12.06,15.61,5.82,N
-3.3,-7.96,7.07,6.32,-4.91,N
-0.64,0.21,-0.21,0.52,0.12,N
-1.52,1.36,-6.23,0.36,1.98,N
-7.22,-1.1,3.84,12.06,0.48,N
7.84,-0.8,-11.65,-15.36,1.73,N
2.49,-3.44,-8.31,-5.42,0.27,N
0.47,0.89,-0.6,1.48,-1.0,N
-2.2,1.54,8.36,4.37,2.16,N
3.07,0.66,7.63,2.51,-3.52,N
3.66,-3.35,-3.17,-3.19,0.68,N
15.77,-1.95,-10.65,-21.47,-2.74,N
4.58,-0.73,2.67,-8.4,-1.55,N
-3.91,-4.23,6.88,10.91,-2.85,N
-5.07,-5.6,-8.1,9.18,0.26,N
-1.05,-6.71,-0.48,-5.44,2.3,N
-7.99,-4.83,-16.28,5.43,4.62,N
8.29,4.17,-7.18,-4.34,-3.05,N
4.1,0.14,2.23,-5.25,-1.45,N
-4.64,-2.27,6.39,-0.39,2.17,N
0.5,-7.14,6.64,-6.54,-1.71,N
-6.66,5.3,2.93,10.57,2.31,N
1.28,-1.51,6.43,5.32,-2.32,N
7.08,0.49,2.55,-11.67,-2.58,N
6.11,-3.01,-2.07,-8.86,-0.13,N
7.72,1.17,2.93,-7.05,-5.9,N
3.7,-6.66,-4.75,-0.27,-2.62,N
-1.95,-0.66,7.95,-0.31,3.2,N
-3.24,-3.77,1.89,7.24,-0.48,N
7.79,2.29,5.4,-11.88,0.59,N
-0.98,-6.55,-0.63,-5.0,0.68,N
-4.48,-0.06,-12.96,2.21,1.82,N
10.44,0.98,2.76,-18.93,-2.04,N
-2.14,5.61,-12.2,-0.99,3.04,N
-5.56,-3.93,-15.18,4.12,1.62,N
-3.24,5.68,-6.49,-2.65,7.79,N
-1.64,8.74,-6.9,-3.98,5.18,N
8.97,1.24,10.21,-8.89,-6.1,N
-8.37,3.26,-0.01,14.26,-0.28,N
9.12,0.78,-0.51,-8.3,-0.45,N
13.39,-3.96,2.06,-16.87,-6.7,N
0.7,-8.86,-0.49,0.33,-2.63,N
14.99,13.97,-1.34,-22.68,1.15,N
2.05,3.74,2.26,-3.63,3.31,N
8.44,0.82,-4.77,-10.97,-4.85,N
4.28,-2.57,0.5,-11.11,-0.83,N
-6.48,-4.33,5.03,15.99,-3.97,N
5.37,6.47,-9.15,-9.88,-0.7,N
-12.65,-4.88,9.87,20.91,0.9,N
-2.08,2.39,-8.35,-0.46,2.0,N
-3.57,-1.84,17.24,13.92,-3.5,N
-3.51,-3.3,-0.33,3.88,2.02,N
14.82,3.14,-2.47,-24.24,-2.52,N
0.7,-7.25,6.16,6.02,-6.38,N
4.6,-1.81,-13.12,-3.78,-2.71,N
-0.71,-0.14,-0.05,0.32,0.96,N
0.34,-4.75,-1.23,-0.88,-2.45,N
2.64,2.08,6.98,1.24,-5.38,N
4.04,5.44,-11.29,-3.77,-0.97,N
0.69,-6.2,8.13,3.08,-3.72,N
-2.69,-2.02,3.35,9.82,-1.57,N
-1.88,-0.02,-4.29,5.73,0.13,N
9.85,-2.71,-5.76,-13.53,-5.59,N
-4.17,-7.44,-7.63,7.16,1.32,N
-11.93,4.94,0.24,16.02,5.33,N
8.65,-4.77,-9.38,-10.27,-4.18,N
5.93,0.92,-4.97,-9.01,-3.42,N
0.66,1.49,-12.04,-0.64,1.61,N
3.86,-3.51,15.11,0.98,-4.12,N
-1.99,3.43,-11.2,0.81,2.93,N
5.06,8.21,-1.55,-4.34,1.7,N
-4.79,4.49,-8.33,1.33,2.94,N
7.34,-0.58,-0.48,-12.38,-2.83,N
-3.68,-10.2,-0.65,12.42,-3.04,N
-5.62,1.59,9.1,4.71,3.73,N
2.54,-3.66,0.74,-2.4,-3.56,N
-5.33,-5.21,4.69,10.2,1.2,N
8.69,-3.17,-3.9,-12.59,-2.0,N
-6.76,-1.93,5.27,11.66,1.33,N
-5.66,-2.73,2.3,12.3,-3.3,N
3.12,1.62,4.69,-3.96,-0.82,N
8.77,-12.94,-6.22,-11.4,-4.81,N
-9.91,-3.87,10.75,10.26,1.78,N
-3.58,0.85,-2.94,1.13,2.04,N
-0.61,4.03,6.53,-0.82,4.48,N
3.6,-5.78,2.28,-3.97,0.39,N
5.82,4.88,3.19,-9.44,-1.56,N
0.97,-4.52,9.21,1.42,-3.52,N
-9.18,-1.3,-4.06,3.06,6.68,N
-7.13,7.74,-1.77,3.15,7.06,N
-2.1,4.9,1.4,0.38,2.86,N
2.76,2.81,-13.73,-15.22,3.86,N
-5.32,5.9,9.71,10.89,2.12,N
1.67,-13.04,-9.03,-9.39,2.33,N
1.72,-4.87,-1.84,-5.63,-2.33,N
0.22,-9.06,15.05,-0.16,-0.62,N
-12.24,1.18,11.57,11.43,4.51,N
-14.69,2.02,15.92,21.33,3.54,N
8.97,-4.96,-2.62,-11.28,-3.79,N
-0.98,-4.94,9.32,10.12,-3.25,N
1.75,10.29,7.81,2.03,0.2,N
7.58,6.37,-5.39,-13.48,1.32,N
-2.14,1.14,-7.85,3.52,-0.99,N
3.12,-5.53,-1.5,-5.46,-1.75,N
-1.93,5.76,2.31,3.09,0.96,N
14.08,-1.45,6.14,-23.78,-3.33,N
5.11,7.31,-1.52,-14.57,3.75,N
-7.45,10.04,1.95,13.42,1.79,N
-14.03,-5.18,-0.68,26.36,1.56,N
1.31,-5.93,6.2,-7.39,0.29,N
4.68,3.27,12.06,-12.83,3.04,N
-15.51,-4.85,2.44,22.54,3.31,N
9.18,-4.64,-4.79,-14.58,-2.32,N
3.83,-3.05,2.06,-5.86,-1.65,N
-1.85,-7.82,-5.58,0.07,2.48,N
7.13,4.32,-2.91,-7.12,-3.58,N
-10.06,4.56,2.76,10.85,4.69,N
3.5,6.11,-1.81,-7.82,3.79,N
-4.03,4.39,13.95,6.81,2.7,N
-4.37,-1.2,-8.65,5.62,1.73,N
0.19,5.53,7.89,2.51,-2.39,N
0.32,8.9,-12.13,2.54,-1.14,N
-1.62,-0.68,0.26,-0.47,1.83,N
6.77,-3.79,-7.56,-8.32,-3.48,N
-5.05,1.51,6.23,13.53,-2.28,N
8.05,0.91,3.58,-8.09,-4.96,N
-10.39,-3.89,2.31,22.2,-2.93,N
-3.39,-1.71,10.37,10.38,-1.51,N
-10.59,1.59,17.75,17.31,1.5,N
-9.5,0.88,-14.44,7.4,7.16,N
-0.18,0.48,-0.36,0.91,-0.31,N
10.12,-3.53,5.77,-13.4,-5.27,N
-6.37,-11.22,5.32,6.61,-1.43,N
-12.11,2.2,-7.03,14.84,5.13,N
5.36,10.5,-1.24,-10.77,3.1,N
-8.67,6.77,-1.38,11.76,6.1,N
5.53,1.96,-12.38,-11.16,3.35,N
-2.01,5.02,16.7,2.08,3.48,N
-11.43,-12.26,-3.41,18.3,1.04,N
5.17,2.8,0.91,-8.08,-0.21,N
-3.23,2.62,-1.11,1.49,0.37,N
3.4,-9.7,-7.39,0.26,-5.1,N
8.14,-10.17,7.03,-6.26,-4.21,N
5.88,-1.92,5.45,4.35,-4.68,N
-2.36,-0.87,-0.59,8.99,-1.26,N
1.69,10.25,-21.97,-10.27,3.72,N
-7.0,5.89,-3.69,11.73,-0.48,N
0.68,-2.06,-3.42,-0.45,-0.69,N
-7.58,-7.37,6.88,10.7,-0.76,N
-0.84,0.07,-0.13,0.34,0.38,N
1.84,-5.18,3.68,-5.43,-1.15,N
-4.5,-5.33,-8.31,0.05,4.3,N
0.71,-6.31,-14.44,0.73,-1.44,N
-5.43,-4.41,-1.15,8.03,0.32,N
0.13,0.46,-0.38,1.08,-0.11,N
1.42,-2.38,-5.22,-1.03,-1.44,N
-1.08,7.91,7.04,-5.8,5.62,N
8.33,-7.12,3.27,-12.68,-3.48,N
-1.92,7.85,5.51,-2.08,4.09,N
-9.2,2.4,4.86,12.37,5.12,N
-0.15,-2.62,-3.01,3.96,-2.68,N
-3.04,0.3,18.85,13.42,-3.03,N
8.94,-1.68,-16.81,-17.15,0.79,N
1.52,-1.68,2.05,-4.1,0.13,N
7.25,-3.87,-4.4,-12.6,-0.56,N
-12.91,3.77,7.48,12.43,6.64,N
1.69,-5.16,-5.32,-0.83,-2.19,N
3.58,1.06,-16.17,-3.88,-1.32,N
-4.2,4.21,-12.2,4.48,1.99,N
6.57,-0.78,8.65,2.3,-5.69,N
-0.66,-0.17,-0.54,0.29,2.04,N
-6.9,2.77,11.44,13.75,0.71,N
9.75,-2.88,-2.84,-19.07,-3.74,N
-0.58,-5.01,6.01,2.71,-3.18,N
-11.31,-9.0,11.25,23.6,-1.03,N
2.1,-3.2,1.11,-4.91,-0.17,N
-0.1,0.25,-8.78,0.75,0.67,N
-8.7,-6.39,-4.07,18.66,-1.96,N
-0.17,4.39,11.95,2.88,-1.07,N
7.4,-0.93,-3.23,-10.28,-0.56,N
-3.66,-6.66,-2.31,1.58,2.39,N
4.25,-8.65,-3.44,-3.7,-4.22,N
12.41,5.6,-4.7,-18.72,0.26,N
